code_system,code,code_description,code_lay_term,code_range_1,code_range_1_description,code_range_2,code_range_2_description,code_range_3,code_range_3_description,code_range_4,code_range_4_description,code_range_5,code_range_5_description,code_range_6,code_range_6_description
HCPCS,G9307,"No return to the operating room for a surgical procedure, for complications of the principal operative procedure, within 30 days of the principal operative procedure",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9308,"Unplanned return to the operating room for a surgical procedure, for complications of the principal operative procedure, within 30 days of the principal operative procedure",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9309,No unplanned hospital readmission within 30 days of principal procedure,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9310,Unplanned hospital readmission within 30 days of principal procedure,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9311,No surgical site infection,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9312,Surgical site infection,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9313,"Amoxicillin, with or without clavulanate, not prescribed as first line antibiotic at the time of diagnosis for documented reason",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9314,"Amoxicillin, with or without clavulanate, not prescribed as first line antibiotic at the time of diagnosis, reason not given",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9315,"Amoxicillin, with or without clavulanate, prescribed as a first line antibiotic at the time of diagnosis",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9316,"Documentation of patient-specific risk assessment with a risk calculator based on multi-institutional clinical data, the specific risk calculator used, and communication of risk assessment from risk calculator with the patient or family",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9317,"Documentation of patient-specific risk assessment with a risk calculator based on multi-institutional clinical data, the specific risk calculator used, and communication of risk assessment from risk calculator with the patient or family not completed",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9318,Imaging study named according to standardized nomenclature,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9319,"Imaging study not named according to standardized nomenclature, reason not given",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9321,Count of previous ct (any type of ct) and cardiac nuclear medicine (myocardial perfusion or infarct avid imaging) studies documented in the 12-month period prior to the current study,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9322,"Count of previous ct and cardiac nuclear medicine (myocardial perfusion or infarct avid imaging) studies not documented in the 12-month period prior to the current study, reason not given",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9341,"Search conducted for prior patient CT studies completed at non-affiliated external healthcare facilities or entities within the past 12-months and are available through a secure, authorized, media-free, shared archive prior to an imaging study being performed",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9342,"Search not conducted prior to an imaging study being performed for prior patient CT studies completed at non-affiliated external healthcare facilities or entities within the past 12-months and are available through a secure, authorized, media-free, shared archive, reason not given",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9344,"Due to system reasons search not conducted for dicom format images for prior patient CT imaging studies completed at non-affiliated external healthcare facilities or entities within the past 12 months that are available through a secure, authorized, media-free, shared archive (e.g., non-affiliated external healthcare facilities or entities does not have archival abilities through a shared archival system)",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9345,"Follow-up recommendations documented according to recommended guidelines for incidentally detected pulmonary nodules (e.g., follow-up CT imaging studies needed or that no follow-up is needed) based at a minimum on nodule size and patient risk factors",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9347,"Follow-up recommendations not documented according to recommended guidelines for incidentally detected pulmonary nodules, reason not given",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9351,More than one CT scan of the paranasal sinuses ordered or received within 90 days after diagnosis,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9352,"More than one CT scan of the paranasal sinuses ordered or received within 90 days after the date of diagnosis, reason not given",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9353,"More than one CT scan of the paranasal sinuses ordered or received within 90 days after the date of diagnosis for documented reasons (e.g., patients with complications, second CT obtained prior to surgery, other medical reasons)",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9354,One CT scan or no CT scan of the paranasal sinuses ordered within 90 days after the date of diagnosis,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9355,Elective delivery (without medical indication) by cesarean birth or induction of labor not performed (<39 weeks of gestation),,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9356,Elective delivery (without medical indication) by cesarean birth or induction of labor performed (<39 weeks of gestation),,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9357,"Post-partum screenings, evaluations and education performed",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9358,"Post-partum screenings, evaluations and education not performed",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9361,"Medical indication for delivery by cesarean birth or induction of labor (<39 weeks of gestation) [documentation of reason(s) for elective delivery (e.g., hemorrhage and placental complications, hypertension, preeclampsia and eclampsia, rupture of membranes (premature or prolonged), maternal conditions complicating pregnancy/delivery, fetal conditions complicating pregnancy/delivery, late pregnancy, prior uterine surgery, or participation in clinical trial)]",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9364,"Sinusitis caused by, or presumed to be caused by, bacterial infection",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9367,At least two orders for high-risk medications from the same drug class,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9368,At least two orders for high-risk medications from the same drug class not ordered,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9380,Patient offered assistance with end of life issues or existing end of life plan was reviewed or updated during the measurement period,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9382,Patient not offered assistance with end of life issues or existing end of life plan was not reviewed or updated during the measurement period,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9383,Patient received screening for HCV infection within the 12 month reporting period,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9384,"Documentation of medical reason(s) for not receiving annual screening for HCV infection (e.g., decompensated cirrhosis indicating advanced disease [i.e., ascites, esophageal variceal bleeding, hepatic encephalopathy], hepatocellular carcinoma, waitlist for organ transplant, limited life expectancy, other medical reasons)",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9385,"Documentation of patient reason(s) for not receiving annual screening for HCV infection (e.g., patient declined, other patient reasons)",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9386,"Screening for HCV infection not received within the 12 month reporting period, reason not given",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9393,Patient with an initial PHQ-9 score greater than nine who achieves remission at twelve months as demonstrated by a twelve month (+/- 30 days) PHQ-9 score of less than five,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9394,"Patient who had a diagnosis of bipolar disorder or personality disorder, death, permanent nursing home resident or receiving hospice or palliative care any time during the measurement or assessment period",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9395,Patient with an initial PHQ-9 score greater than nine who did not achieve remission at twelve months as demonstrated by a twelve month (+/- 30 days) PHQ-9 score greater than or equal to five,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9396,Patient with an initial PHQ-9 score greater than nine who was not assessed for remission at twelve months (+/- 30 days),,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9408,Patients with cardiac tamponade and/or pericardiocentesis occurring within 30 days,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9409,Patients without cardiac tamponade and/or pericardiocentesis occurring within 30 days,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9410,"Patient admitted within 180 days, status post cied implantation, replacement, or revision with an infection requiring device removal or surgical revision",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9411,"Patient not admitted within 180 days, status post cied implantation, replacement, or revision with an infection requiring device removal or surgical revision",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9412,"Patient admitted within 180 days, status post cied implantation, replacement, or revision with an infection requiring device removal or surgical revision",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9413,"Patient not admitted within 180 days, status post cied implantation, replacement, or revision with an infection requiring device removal or surgical revision",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9414,"Patient had one dose of meningococcal vaccine (serogroups a, c, w, y or a, c, w, y, b) on or between the patient's 10th and 13th birthdays",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9415,"Patient did not have one dose of meningococcal vaccine (serogroups a, c, w, y or a, c, w, y, b), on or between the patient's 10th and 13th birthdays",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9416,"Patient had one tetanus, diphtheria toxoids and acellular pertussis vaccine (TDAP) on or between the patient's 10th and 13th birthdays",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9417,"Patient did not have one tetanus, diphtheria toxoids and acellular pertussis vaccine (TDAP) on or between the patient's 10th and 13th birthdays",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9418,Primary non-small cell lung cancer lung biopsy and cytology specimen report documents classification into specific histologic type following iaslc guidance or classified as nsclc-nos with an explanation,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9419,"Documentation of medical reason(s) for not including the histological type or nsclc-nos classification with an explanation (e.g. specimen insufficient or non-diagnostic, specimen does not contain cancer, or other documented medical reasons)",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9420,Specimen site other than anatomic location of lung or is not classified as primary non-small cell lung cancer,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9421,Primary non-small cell lung cancer lung biopsy and cytology specimen report does not document classification into specific histologic type or histologic type does not follow iaslc guidance or is classified as nsclc-nos but without an explanation,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9422,"Primary lung carcinoma resection report documents pt category, pn category and for non-small cell lung cancer, histologic type (e.g., squamous cell carcinoma, adenocarcinoma and not nsclc-nos)",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9423,"Documentation of medical reason for not including pt category, pn category and histologic type [for patient with appropriate exclusion criteria (e.g., metastatic disease, benign tumors, malignant tumors other than carcinomas, inadequate surgical specimens)]",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9424,"Specimen site other than anatomic location of lung, is not classified as non-small cell lung cancer or classified as NSCLC-NOS",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9425,"Primary lung carcinoma resection report does not document pt category, pn category and for non-small cell lung cancer, histologic type (e.g., squamous cell carcinoma, adenocarcinoma)",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9426,Improvement in median time from ED arrival to initial ED oral or parenteral pain medication administration performed for ED admitted patients,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9427,Improvement in median time from ED arrival to initial ED oral or parenteral pain medication administration not performed for ED admitted patients,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9428,"Pathology report includes the pt category, thickness, ulceration and mitotic rate, peripheral and deep margin status and presence or absence of microsatellitosis for invasive tumors",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9429,"Documentation of medical reason(s) for not including pt category, thickness, ulceration and mitotic rate, peripheral and deep margin status and presence or absence of microsatellitosis for invasive tumors (e.g., negative skin biopsies, insufficient tissue, or other documented medical reasons)",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9430,Specimen site other than anatomic cutaneous location,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9431,"Pathology report does not include the pt category, thickness, ulceration and mitotic rate, peripheral and deep margin status and presence or absence of microsatellitosis for invasive tumors",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9432,"Asthma well-controlled based on the ACT, C-ACT, ACQ, or ATAQ score and results documented",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9434,"Asthma not well-controlled based on the ACT, C-ACT, ACQ, or ATAQ score, or specified asthma control tool not used, reason not given",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9452,Documentation of medical reason(s) for not receiving hcv antibody test due to limited life expectancy,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9455,"Patient underwent abdominal imaging with ultrasound, contrast enhanced CT or contrast MRI for HCC",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9456,"Documentation of medical or patient reason(s) for not ordering or performing screening for HCC. medical reason: comorbid medical conditions with expected survival < 5 years, hepatic decompensation and not a candidate for liver transplantation, or other medical reasons; patient reasons: patient declined or other patient reasons (e.g., cost of tests, time related to accessing testing equipment)",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9457,Patient did not undergo abdominal imaging and did not have a documented reason for not undergoing abdominal imaging in the submission period,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9468,Patient not receiving corticosteroids greater than or equal to 10 mg/day of prednisone equivalents for 60 or greater consecutive days or a single prescription equating to 600 mg prednisone or greater for all fills,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9470,Patients not receiving corticosteroids greater than or equal to 10 mg/day of prednisone equivalents for 60 or greater consecutive days or a single prescription equating to 600mg prednisone or greater for all fills,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9471,"Within the past 2 years, central dual-energy X-ray absorptiometry (DXA) not ordered or documented",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9473,"Services performed by chaplain in the hospice setting, each 15 minutes",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9474,"Services performed by dietary counselor in the hospice setting, each 15 minutes",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9475,"Services performed by other counselor in the hospice setting, each 15 minutes",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9476,"Services performed by volunteer in the hospice setting, each 15 minutes",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9477,"Services performed by care coordinator in the hospice setting, each 15 minutes",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9478,"Services performed by other qualified therapist in the hospice setting, each 15 minutes",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9479,"Services performed by qualified pharmacist in the hospice setting, each 15 minutes",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9480,Admission to medicare care choice model program (MCCM),,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9481,"Remote in-home visit for the evaluation and management of a new patient for use only in a medicare-approved cms innovation center demonstration project, which requires these 3 key components: a problem focused history; a problem focused examination; and straightforward medical decision making, furnished in real time using interactive audio and video technology. counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both. usually, the presenting problem(s) are self limited or minor. typically, 10 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9482,"Remote in-home visit for the evaluation and management of a new patient for use only in a medicare-approved cms innovation center demonstration project, which requires these 3 key components: an expanded problem focused history; an expanded problem focused examination; straightforward medical decision making, furnished in real time using interactive audio and video technology. counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both. usually, the presenting problem(s) are of low to moderate severity. typically, 20 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9483,"Remote in-home visit for the evaluation and management of a new patient for use only in a medicare-approved cms innovation center demonstration project, which requires these 3 key components: a detailed history; a detailed examination; medical decision making of low complexity, furnished in real time using interactive audio and video technology. counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both. usually, the presenting problem(s) are of moderate severity. typically, 30 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9484,"Remote in-home visit for the evaluation and management of a new patient for use only in a medicare-approved cms innovation center demonstration project, which requires these 3 key components: a comprehensive history; a comprehensive examination; medical decision making of moderate complexity, furnished in real time using interactive audio and video technology. counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both. usually, the presenting problem(s) are of moderate to high severity. typically, 45 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9485,"Remote in-home visit for the evaluation and management of a new patient for use only in a medicare-approved cms innovation center demonstration project, which requires these 3 key components: a comprehensive history; a comprehensive examination; medical decision making of high complexity, furnished in real time using interactive audio and video technology. counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both. usually, the presenting problem(s) are of moderate to high severity. typically, 60 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9486,"Remote in-home visit for the evaluation and management of an established patient for use only in a medicare-approved cms innovation center demonstration project, which requires at least 2 of the following 3 key components: a problem focused history; a problem focused examination; straightforward medical decision making, furnished in real time using interactive audio and video technology. counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both. usually, the presenting problem(s) are self limited or minor. typically, 10 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9487,"Remote in-home visit for the evaluation and management of an established patient for use only in a medicare-approved cms innovation center demonstration project, which requires at least 2 of the following 3 key components: an expanded problem focused history; an expanded problem focused examination; medical decision making of low complexity, furnished in real time using interactive audio and video technology. counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both. usually, the presenting problem(s) are of low to moderate severity. typically, 15 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9488,"Remote in-home visit for the evaluation and management of an established patient for use only in a medicare-approved cms innovation center demonstration project, which requires at least 2 of the following 3 key components: a detailed history; a detailed examination; medical decision making of moderate complexity, furnished in real time using interactive audio and video technology. counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both. usually, the presenting problem(s) are of moderate to high severity. typically, 25 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9489,"Remote in-home visit for the evaluation and management of an established patient for use only in a medicare-approved cms innovation center demonstration project, which requires at least 2 of the following 3 key components: a comprehensive history; a comprehensive examination; medical decision making of high complexity, furnished in real time using interactive audio and video technology. counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both. usually, the presenting problem(s) are of moderate to high severity. typically, 40 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9490,"CMS innovation center models, home visit for patient assessment performed by clinical staff for an individual not considered homebound, including, but not necessarily limited to patient assessment of clinical status, safety/fall prevention, functional status/ambulation, medication reconciliation/management, compliance with orders/plan of care, performance of activities of daily living, and ensuring beneficiary connections to community and other services. (for use only in medicare-approved cms innovation center models); may not be billed for a 30 day period covered by a transitional care management code",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9497,Received instruction from the anesthesiologist or proxy prior to the day of surgery to abstain from smoking on the day of surgery,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9498,Antibiotic regimen prescribed,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9500,Radiation exposure indices documented in final report for procedure using fluoroscopy,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9501,"Radiation exposure indices not documented in final report for procedure using fluoroscopy, reason not given",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9502,"Documentation of medical reason for not performing foot exam (i.e., patients who have had either a bilateral amputation above or below the knee, or both a left and right amputation above or below the knee before or during the measurement period)",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9504,"Documented reason for not assessing hepatitis B virus (HBV) status (e.g., patient not initiating anti-TNF therapy, patient declined) prior to initiating anti-TNF therapy",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9505,Antibiotic regimen prescribed within 10 days after onset of symptoms for documented medical reason,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9507,"Documentation that the patient is on a statin medication or has documentation of a valid contraindication or exception to statin medications; contraindications/exceptions that can be defined by diagnosis codes include pregnancy during the measurement period, active liver disease, rhabdomyolysis, end stage renal disease on dialysis and heart failure; provider documented contraindications/exceptions include breastfeeding during the measurement period, woman of child-bearing age not actively taking birth control, allergy to statin, drug interaction (hiv protease inhibitors, nefazodone, cyclosporine, gemfibrozil, and danazol) and intolerance (with supporting documentation of trying a statin at least once within the last 5 years or diagnosis codes for myositis or toxic myopathy related to drugs)",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9508,Documentation that the patient is not on a statin medication,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9509,Adult patients 18 years of age or older with major depression or dysthymia who reached remission at twelve months as demonstrated by a twelve month (+/-60 days) phq-9 or phq-9m score of less than 5,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9510,Adult patients 18 years of age or older with major depression or dysthymia who did not reach remission at twelve months as demonstrated by a twelve month (+/-60 days) phq-9 or phq-9m score of less than 5. either phq- 9 or phq-9m score was not assessed or is greater than or equal to 5,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9511,Index event date phq-9 or phq-9m score greater than 9 documented during the twelve month denominator identification period,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9512,Individual had a PDC of 0.8 or greater,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9513,Individual did not have a PDC of 0.8 or greater,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9514,Patient required a return to the operating room within 90 days of surgery,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9515,Patient did not require a return to the operating room within 90 days of surgery,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9516,"Patient achieved an improvement in visual acuity, from their preoperative level, within 90 days of surgery",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9517,"Patient did not achieve an improvement in visual acuity, from their preoperative level, within 90 days of surgery, reason not given",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
